cycle,setting1,setting2,setting3,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,ttf
186,-0.0023,-0.0,100.0,518.67,642.46,1586.31,1406.41,14.62,21.61,553.78,2388.05,9055.41,1.3,47.57,521.33,2388.11,8134.12,8.4634,0.03,393,2388,100.0,38.88,23.2476,70
352,-0.0025,-0.0001,100.0,518.67,643.59,1593.9,1422.75,14.62,21.61,551.98,2388.29,9058.81,1.3,48.04,519.2,2388.26,8125.82,8.5017,0.03,396,2388,100.0,38.6,23.1241,10
24,0.0006,-0.0001,100.0,518.67,642.0,1583.36,1399.28,14.62,21.61,554.48,2388.01,9063.45,1.3,47.29,522.21,2388.02,8150.43,8.4044,0.03,391,2388,100.0,38.9,23.3236,189
19,0.0021,-0.0,100.0,518.67,642.3,1583.71,1404.29,14.62,21.61,553.73,2388.05,9049.56,1.3,47.6,522.04,2388.08,8126.84,8.4475,0.03,392,2388,100.0,38.75,23.2646,135
84,-0.0007,-0.0001,100.0,518.67,641.99,1590.02,1396.88,14.62,21.61,554.16,2388.02,9059.07,1.3,47.23,521.84,2388.02,8136.31,8.4424,0.03,393,2388,100.0,38.88,23.2796,156
96,0.0055,0.0002,100.0,518.67,642.76,1594.76,1408.29,14.62,21.61,553.26,2388.12,9044.48,1.3,47.62,521.37,2388.14,8114.92,8.4391,0.03,396,2388,100.0,38.8,23.2794,41
179,0.003,-0.0002,100.0,518.67,643.54,1603.55,1423.67,14.62,21.61,550.96,2388.28,9043.93,1.3,48.27,519.84,2388.37,8119.37,8.5452,0.03,395,2388,100.0,38.64,23.0212,1
190,0.0015,-0.0001,100.0,518.67,643.45,1598.22,1423.76,14.62,21.61,551.56,2388.25,9059.6,1.3,48.03,519.74,2388.22,8131.18,8.5431,0.03,396,2388,100.0,38.53,23.2324,10
113,0.0014,-0.0,100.0,518.67,643.2,1590.01,1417.9,14.62,21.61,552.23,2388.3,9027.44,1.3,47.92,519.79,2388.22,8113.24,8.5143,0.03,395,2388,100.0,38.7,23.0778,15
107,-0.0026,-0.0003,100.0,518.67,642.24,1589.44,1405.16,14.62,21.61,553.17,2388.19,9043.4,1.3,47.82,521.11,2388.15,8129.82,8.4371,0.03,394,2388,100.0,38.7,23.1519,160
51,-0.0012,0.0004,100.0,518.67,642.27,1583.78,1406.21,14.62,21.61,553.16,2388.07,9059.73,1.3,47.31,521.98,2388.01,8134.99,8.4371,0.03,392,2388,100.0,38.89,23.4298,189
122,0.006,0.0004,100.0,518.67,642.44,1586.5,1407.71,14.62,21.61,553.71,2388.12,9059.14,1.3,47.42,521.73,2388.11,8140.4,8.4467,0.03,393,2388,100.0,38.8,23.1554,108
29,-0.0001,0.0001,100.0,518.67,642.29,1586.41,1394.51,14.62,21.61,554.37,2388.03,9062.22,1.3,47.06,522.64,2387.97,8141.59,8.3909,0.03,394,2388,100.0,38.9,23.3908,247
1,0.0027,-0.0004,100.0,518.67,642.64,1581.95,1407.04,14.62,21.61,553.56,2388.11,9042.7,1.3,47.44,521.9,2388.13,8126.82,8.4372,0.03,391,2388,100.0,38.99,23.2399,207
48,-0.0,0.0001,100.0,518.67,642.22,1589.96,1403.56,14.62,21.61,553.07,2388.14,9041.64,1.3,47.69,521.71,2388.16,8120.38,8.4329,0.03,393,2388,100.0,38.97,23.361,181
186,0.0031,0.0001,100.0,518.67,643.06,1602.98,1424.52,14.62,21.61,551.92,2388.22,9059.89,1.3,47.84,520.78,2388.23,8140.41,8.4667,0.03,395,2388,100.0,38.68,23.2366,14
95,-0.001,-0.0003,100.0,518.67,642.41,1587.08,1405.52,14.62,21.61,554.0,2388.04,9043.3,1.3,47.58,521.27,2388.08,8127.18,8.4611,0.03,393,2388,100.0,38.9,23.3544,42
80,-0.0017,-0.0003,100.0,518.67,643.03,1594.31,1409.21,14.62,21.61,552.71,2388.19,9057.19,1.3,47.61,521.43,2388.16,8139.1,8.4394,0.03,395,2388,100.0,38.75,23.2244,122
74,-0.0003,0.0003,100.0,518.67,642.32,1586.8,1405.09,14.62,21.61,554.42,2388.07,9067.24,1.3,47.18,522.08,2388.03,8150.7,8.4144,0.03,392,2388,100.0,39.05,23.3081,92
181,-0.0032,-0.0002,100.0,518.67,642.57,1590.02,1406.71,14.62,21.61,553.59,2388.13,9077.44,1.3,47.61,521.66,2388.09,8157.41,8.4414,0.03,394,2388,100.0,38.68,23.2518,59
60,0.0018,0.0003,100.0,518.67,642.36,1587.34,1398.98,14.62,21.61,553.45,2388.1,9062.19,1.3,47.51,521.36,2388.08,8136.72,8.4442,0.03,393,2388,100.0,38.98,23.3883,223
59,0.0007,0.0002,100.0,518.67,643.0,1597.01,1412.37,14.62,21.61,552.59,2388.13,9054.4,1.3,47.64,521.56,2388.14,8133.15,8.4677,0.03,393,2388,100.0,38.99,23.3316,132
51,0.0004,0.0001,100.0,518.67,642.61,1586.94,1411.15,14.62,21.61,553.46,2388.06,9063.29,1.3,47.42,521.86,2388.06,8140.0,8.4078,0.03,393,2388,100.0,39.0,23.2991,149
43,-0.0043,0.0003,100.0,518.67,642.61,1593.71,1411.55,14.62,21.61,552.62,2388.11,9051.9,1.3,47.6,521.3,2388.17,8132.27,8.4885,0.03,394,2388,100.0,38.71,23.2403,92
11,-0.0016,-0.0004,100.0,518.67,642.11,1590.85,1406.76,14.62,21.61,553.19,2388.15,9051.54,1.3,47.36,521.51,2388.08,8124.2,8.4431,0.03,391,2388,100.0,38.74,23.2851,219
190,-0.0014,-0.0003,100.0,518.67,642.73,1592.88,1414.98,14.62,21.61,553.43,2388.16,9055.18,1.3,47.82,520.46,2388.13,8138.39,8.4942,0.03,393,2388,100.0,38.69,23.2189,77
51,-0.0002,0.0001,100.0,518.67,642.66,1579.83,1399.1,14.62,21.61,554.92,2388.05,9050.69,1.3,47.31,522.06,2388.08,8134.97,8.4432,0.03,393,2388,100.0,39.17,23.3341,285
66,-0.0012,0.0004,100.0,518.67,642.65,1589.96,1410.23,14.62,21.61,553.33,2388.18,9052.06,1.3,47.79,520.67,2388.13,8127.1,8.4809,0.03,393,2388,100.0,38.84,23.2782,84
41,-0.001,0.0001,100.0,518.67,642.76,1592.32,1404.03,14.62,21.61,553.88,2388.15,9044.33,1.3,47.46,521.55,2388.16,8125.09,8.4205,0.03,394,2388,100.0,38.94,23.2372,87
157,0.0011,0.0002,100.0,518.67,642.93,1587.96,1402.5,14.62,21.61,553.89,2388.05,9080.17,1.3,47.41,522.15,2388.06,8152.76,8.4198,0.03,394,2388,100.0,38.92,23.2474,119
137,-0.0038,-0.0002,100.0,518.67,643.21,1594.03,1410.03,14.62,21.61,552.73,2388.12,9061.33,1.3,47.77,521.47,2388.14,8131.56,8.4374,0.03,393,2388,100.0,38.82,23.2623,121
194,0.0004,-0.0003,100.0,518.67,643.2,1597.44,1416.68,14.62,21.61,551.88,2388.18,9082.86,1.3,47.95,520.22,2388.18,8163.79,8.464,0.03,396,2388,100.0,38.32,23.1389,19
21,-0.0001,0.0001,100.0,518.67,643.06,1588.47,1401.8,14.62,21.61,553.74,2388.07,9042.21,1.3,47.57,521.21,2388.13,8121.33,8.4245,0.03,393,2388,100.0,38.85,23.3026,149
159,0.0024,0.0002,100.0,518.67,643.15,1596.77,1415.76,14.62,21.61,552.53,2388.1,9092.02,1.3,47.74,520.73,2388.11,8161.54,8.4731,0.03,395,2388,100.0,38.68,23.2233,39
20,0.0009,-0.0003,100.0,518.67,642.16,1592.08,1397.95,14.62,21.61,554.36,2388.05,9057.86,1.3,47.14,521.89,2388.03,8138.31,8.371,0.03,393,2388,100.0,39.08,23.476,214
143,-0.0047,0.0003,100.0,518.67,642.81,1591.0,1417.38,14.62,21.61,553.3,2388.09,9067.41,1.3,47.77,521.23,2388.18,8142.4,8.4614,0.03,394,2388,100.0,38.8,23.2004,53
77,0.0014,0.0003,100.0,518.67,641.99,1589.68,1397.96,14.62,21.61,553.72,2388.08,9055.44,1.3,47.33,521.85,2388.05,8136.2,8.3881,0.03,391,2388,100.0,39.13,23.4601,125
157,0.0015,-0.0001,100.0,518.67,642.35,1590.22,1410.76,14.62,21.61,553.11,2388.1,9056.23,1.3,47.54,521.66,2388.1,8138.87,8.4364,0.03,391,2388,100.0,38.97,23.3997,179
73,0.0021,-0.0002,100.0,518.67,642.17,1584.59,1401.3,14.62,21.61,554.4,2387.99,9052.57,1.3,47.32,522.85,2387.97,8142.62,8.3778,0.03,393,2388,100.0,39.01,23.4059,121
54,0.0004,0.0,100.0,518.67,642.79,1586.56,1404.77,14.62,21.61,553.94,2388.08,9065.37,1.3,47.5,520.79,2388.13,8146.27,8.4542,0.03,392,2388,100.0,38.68,23.3399,145
2,0.0009,-0.0004,100.0,518.67,642.08,1589.48,1398.69,14.62,21.61,553.99,2388.05,9068.98,1.3,47.39,521.83,2388.01,8149.47,8.4033,0.03,393,2388,100.0,38.99,23.4454,190
151,0.0019,0.0001,100.0,518.67,643.64,1594.85,1426.44,14.62,21.61,550.62,2388.24,9035.23,1.3,47.8,520.31,2388.29,8106.06,8.4937,0.03,397,2388,100.0,38.59,23.0981,3
107,0.0038,0.0003,100.0,518.67,643.34,1591.91,1422.7,14.62,21.61,552.72,2388.23,9049.04,1.3,47.91,520.66,2388.21,8127.07,8.4751,0.03,396,2388,100.0,38.7,23.2097,28
8,-0.0001,-0.0005,100.0,518.67,642.16,1587.14,1408.26,14.62,21.61,554.58,2388.02,9055.62,1.3,47.24,522.3,2388.05,8139.13,8.3683,0.03,391,2388,100.0,39.11,23.3331,199
65,0.0008,-0.0002,100.0,518.67,641.98,1588.67,1406.71,14.62,21.61,554.06,2388.05,9057.65,1.3,47.53,521.79,2388.09,8137.68,8.4254,0.03,393,2388,100.0,38.84,23.3127,175
135,0.0021,0.0003,100.0,518.67,642.55,1588.85,1406.97,14.62,21.61,553.62,2388.08,9080.36,1.3,47.44,521.34,2388.09,8159.0,8.4575,0.03,396,2388,100.0,38.87,23.281,78
21,0.0041,0.0002,100.0,518.67,641.86,1581.29,1398.54,14.62,21.61,554.25,2387.98,9061.49,1.3,47.17,522.33,2388.02,8145.69,8.4125,0.03,393,2388,100.0,38.9,23.4714,236
124,0.0007,-0.0002,100.0,518.67,642.92,1591.95,1415.12,14.62,21.61,553.02,2388.15,9053.81,1.3,47.69,521.61,2388.17,8130.94,8.4843,0.03,395,2388,100.0,38.7,23.2506,134
51,0.0022,0.0001,100.0,518.67,642.39,1592.16,1401.05,14.62,21.61,554.15,2387.94,9054.5,1.3,47.14,522.18,2388.04,8135.1,8.4004,0.03,392,2388,100.0,39.02,23.3874,128
3,0.0019,0.0002,100.0,518.67,641.72,1587.88,1393.65,14.62,21.61,554.24,2388.01,9059.19,1.3,47.13,522.62,2388.04,8141.14,8.4002,0.03,393,2388,100.0,39.01,23.331,151
132,0.0004,0.0002,100.0,518.67,642.61,1590.26,1406.83,14.62,21.61,553.99,2388.12,9055.94,1.3,47.5,521.67,2388.14,8131.55,8.3899,0.03,392,2388,100.0,38.67,23.2475,98
105,0.0015,-0.0002,100.0,518.67,642.44,1591.96,1406.25,14.62,21.61,553.8,2388.07,9058.14,1.3,47.38,522.32,2388.11,8138.74,8.4197,0.03,392,2388,100.0,38.91,23.376,97
164,0.0036,0.0005,100.0,518.67,642.85,1599.89,1412.93,14.62,21.61,552.25,2388.18,9073.74,1.3,47.63,520.55,2388.2,8146.88,8.4606,0.03,395,2388,100.0,38.79,23.2388,49
27,-0.0012,-0.0003,100.0,518.67,642.36,1581.79,1394.42,14.62,21.61,553.32,2388.1,9045.68,1.3,47.14,522.48,2388.07,8132.3,8.4074,0.03,391,2388,100.0,38.95,23.3493,186
46,0.0003,0.0002,100.0,518.67,642.02,1576.37,1403.72,14.62,21.61,554.78,2387.96,9062.07,1.3,47.24,523.04,2388.03,8143.48,8.4083,0.03,392,2388,100.0,38.85,23.4921,155
23,0.0028,0.0001,100.0,518.67,641.56,1583.55,1399.5,14.62,21.61,555.67,2388.03,9058.66,1.3,47.23,522.57,2387.94,8144.27,8.4295,0.03,391,2388,100.0,38.96,23.4042,171
182,0.001,0.0002,100.0,518.67,643.48,1596.09,1417.8,14.62,21.61,551.84,2388.26,9044.42,1.3,47.75,520.68,2388.22,8116.04,8.4931,0.03,393,2388,100.0,38.47,23.0841,31
90,0.0036,-0.0004,100.0,518.67,642.81,1593.35,1411.48,14.62,21.61,552.63,2388.14,9051.66,1.3,47.7,521.32,2388.16,8123.63,8.4397,0.03,393,2388,100.0,38.75,23.2118,68
67,-0.0024,0.0004,100.0,518.67,642.69,1591.11,1409.4,14.62,21.61,553.74,2388.12,9058.3,1.3,47.54,521.18,2388.11,8140.43,8.3944,0.03,394,2388,100.0,38.76,23.3968,96
125,0.001,0.0002,100.0,518.67,642.85,1587.6,1408.54,14.62,21.61,553.82,2388.13,9059.11,1.3,47.64,520.88,2388.15,8128.56,8.4727,0.03,395,2388,100.0,38.64,23.2334,28
174,0.0011,0.0004,100.0,518.67,643.21,1602.11,1426.34,14.62,21.61,551.65,2388.27,9032.1,1.3,48.05,520.5,2388.24,8106.85,8.4756,0.03,394,2388,100.0,38.67,23.1942,14
46,0.0033,0.0003,100.0,518.67,642.35,1581.22,1396.86,14.62,21.61,554.75,2388.03,9058.3,1.3,47.28,523.03,2388.01,8138.94,8.4012,0.03,393,2388,100.0,39.0,23.4537,185
206,0.0004,0.0001,100.0,518.67,643.84,1608.43,1429.5,14.62,21.61,550.77,2388.32,9047.2,1.3,48.19,520.13,2388.33,8121.68,8.5487,0.03,396,2388,100.0,38.42,23.104,1
167,-0.0007,0.0,100.0,518.67,642.59,1595.82,1401.69,14.62,21.61,553.51,2388.13,9052.16,1.3,47.47,521.11,2388.11,8138.06,8.4383,0.03,394,2388,100.0,38.82,23.4042,64
44,-0.0026,-0.0001,100.0,518.67,642.52,1589.34,1403.83,14.62,21.61,553.4,2388.0,9074.0,1.3,47.04,522.59,2388.06,8144.04,8.3958,0.03,391,2388,100.0,38.99,23.3333,148
152,-0.0024,-0.0002,100.0,518.67,643.21,1601.95,1423.41,14.62,21.61,551.98,2388.11,9124.06,1.3,47.63,520.95,2388.18,8188.49,8.4493,0.03,395,2388,100.0,38.5,23.1495,22
39,-0.0011,0.0002,100.0,518.67,642.16,1590.79,1392.99,14.62,21.61,554.66,2387.96,9056.12,1.3,47.23,522.33,2388.01,8140.48,8.4302,0.03,393,2388,100.0,39.12,23.4243,114
33,-0.0009,0.0001,100.0,518.67,642.3,1583.36,1399.88,14.62,21.61,553.61,2388.06,9057.76,1.3,47.57,522.15,2388.01,8141.39,8.4263,0.03,393,2388,100.0,38.9,23.3138,163
106,0.0022,-0.0003,100.0,518.67,641.8,1578.55,1400.6,14.62,21.61,553.95,2388.06,9055.75,1.3,47.35,522.01,2388.08,8135.96,8.436,0.03,393,2388,100.0,38.81,23.3496,235
70,-0.0005,0.0003,100.0,518.67,642.89,1586.13,1407.31,14.62,21.61,553.67,2388.03,9060.81,1.3,47.57,521.9,2388.09,8149.91,8.4326,0.03,393,2388,100.0,39.01,23.3239,143
18,-0.002,0.0001,100.0,518.67,641.87,1580.13,1395.47,14.62,21.61,554.67,2388.03,9053.77,1.3,47.32,522.07,2388.0,8140.58,8.3947,0.03,392,2388,100.0,39.12,23.3682,204
153,-0.0069,0.0003,100.0,518.67,643.05,1590.37,1420.74,14.62,21.61,551.51,2388.23,9034.77,1.3,47.8,520.46,2388.2,8119.23,8.479,0.03,393,2388,100.0,38.64,23.2475,35
104,0.0041,-0.0004,100.0,518.67,642.59,1579.79,1414.04,14.62,21.61,552.8,2388.15,9052.67,1.3,47.55,521.13,2388.1,8122.97,8.4532,0.03,392,2388,100.0,38.86,23.2572,125
160,-0.002,0.0001,100.0,518.67,643.35,1591.65,1405.79,14.62,21.61,554.01,2388.09,9060.94,1.3,47.61,521.48,2388.09,8149.38,8.431,0.03,393,2388,100.0,39.01,23.2761,153
126,-0.0009,-0.0004,100.0,518.67,642.11,1591.12,1417.02,14.62,21.61,553.05,2388.2,9033.99,1.3,47.79,521.11,2388.18,8121.58,8.4395,0.03,393,2388,100.0,38.63,23.2148,87
118,-0.0012,0.0001,100.0,518.67,641.56,1584.12,1412.29,14.62,21.61,554.16,2388.05,9059.8,1.3,47.51,522.34,2388.06,8147.0,8.4501,0.03,392,2388,100.0,38.93,23.3966,158
13,0.0012,-0.0002,100.0,518.67,642.64,1586.36,1398.11,14.62,21.61,553.9,2388.06,9060.9,1.3,47.3,522.2,2388.05,8148.92,8.4026,0.03,393,2388,100.0,38.97,23.4493,200
48,0.0019,0.0001,100.0,518.67,641.89,1588.51,1399.16,14.62,21.61,554.02,2388.08,9045.26,1.3,47.4,521.91,2388.06,8129.99,8.4376,0.03,392,2388,100.0,38.94,23.365,144
146,0.0017,-0.0003,100.0,518.67,642.77,1597.53,1412.87,14.62,21.61,552.33,2388.15,9075.81,1.3,47.53,521.49,2388.16,8144.97,8.4497,0.03,394,2388,100.0,38.91,23.153,54
118,-0.0015,-0.0003,100.0,518.67,642.02,1592.15,1416.12,14.62,21.61,553.27,2388.17,9046.29,1.3,47.5,521.22,2388.09,8134.54,8.458,0.03,393,2388,100.0,38.74,23.2835,140
149,0.0017,-0.0004,100.0,518.67,642.25,1589.77,1402.6,14.62,21.61,553.58,2388.07,9076.72,1.3,47.37,521.38,2388.02,8153.24,8.4267,0.03,392,2388,100.0,38.93,23.2946,65
104,0.0029,-0.0001,100.0,518.67,642.43,1587.78,1401.92,14.62,21.61,554.12,2388.02,9056.53,1.3,47.43,522.09,2388.03,8139.92,8.3723,0.03,391,2388,100.0,39.08,23.4065,103
52,-0.0006,0.0002,100.0,518.67,642.45,1590.23,1405.08,14.62,21.61,553.84,2388.0,9074.56,1.3,47.42,521.99,2388.04,8152.14,8.4034,0.03,392,2388,100.0,38.89,23.3104,161
44,0.001,0.0001,100.0,518.67,642.73,1589.39,1406.72,14.62,21.61,553.08,2388.13,9059.67,1.3,47.55,520.89,2388.12,8137.17,8.4397,0.03,395,2388,100.0,38.58,23.2741,144
19,0.0001,-0.0002,100.0,518.67,641.95,1587.74,1394.18,14.62,21.61,554.36,2388.02,9057.11,1.3,47.27,521.96,2387.96,8142.36,8.4354,0.03,390,2388,100.0,38.87,23.4891,274
72,-0.0046,-0.0003,100.0,518.67,642.21,1590.88,1393.9,14.62,21.61,554.75,2388.01,9066.91,1.3,47.35,522.48,2388.04,8145.54,8.3838,0.03,393,2388,100.0,39.1,23.4313,142
171,0.0011,0.0002,100.0,518.67,642.08,1585.77,1399.5,14.62,21.61,554.26,2388.05,9059.04,1.3,47.3,521.67,2388.01,8139.63,8.4138,0.03,393,2388,100.0,38.95,23.325,85
14,-0.0016,-0.0004,100.0,518.67,642.01,1582.26,1394.42,14.62,21.61,554.44,2387.98,9060.31,1.3,47.17,522.31,2388.01,8144.7,8.3571,0.03,392,2388,100.0,39.13,23.4963,186
39,-0.0041,0.0003,100.0,518.67,642.17,1592.36,1411.81,14.62,21.61,553.81,2388.06,9070.76,1.3,47.34,521.46,2388.08,8140.38,8.4603,0.03,394,2388,100.0,38.9,23.3002,98
21,-0.0013,0.0001,100.0,518.67,642.54,1592.01,1401.75,14.62,21.61,554.32,2388.04,9067.65,1.3,47.38,522.09,2388.01,8146.07,8.4377,0.03,392,2388,100.0,39.05,23.4713,126
226,0.0034,-0.0004,100.0,518.67,643.64,1598.52,1435.58,14.62,21.61,550.48,2388.33,9027.5,1.3,48.18,519.55,2388.3,8114.4,8.4952,0.03,396,2388,100.0,38.57,23.1892,3
220,0.0023,-0.0001,100.0,518.67,643.39,1596.03,1417.21,14.62,21.61,552.54,2388.11,9073.71,1.3,48.06,520.84,2388.13,8150.31,8.4669,0.03,395,2388,100.0,38.58,23.3473,58
59,-0.0006,0.0002,100.0,518.67,642.33,1596.72,1403.51,14.62,21.61,554.62,2388.07,9050.06,1.3,47.26,521.32,2388.02,8128.81,8.4476,0.03,392,2388,100.0,38.92,23.4444,133
78,0.0002,-0.0004,100.0,518.67,643.14,1593.19,1400.84,14.62,21.61,553.68,2388.15,9054.21,1.3,47.51,521.61,2388.12,8132.39,8.4229,0.03,394,2388,100.0,38.71,23.3353,197
135,0.0008,0.0003,100.0,518.67,642.9,1596.5,1420.67,14.62,21.61,552.25,2388.16,9083.74,1.3,47.75,521.4,2388.12,8152.9,8.4685,0.03,396,2388,100.0,38.65,23.2326,45
64,0.0005,0.0005,100.0,518.67,641.56,1587.81,1397.83,14.62,21.61,553.7,2388.05,9060.55,1.3,47.41,521.91,2388.09,8132.37,8.4411,0.03,392,2388,100.0,38.86,23.3236,132
165,0.0023,-0.0002,100.0,518.67,642.84,1604.75,1410.85,14.62,21.61,552.62,2388.08,9069.02,1.3,47.65,520.4,2388.16,8140.37,8.4718,0.03,394,2388,100.0,38.74,23.1026,31
28,-0.0002,0.0001,100.0,518.67,642.59,1583.69,1400.85,14.62,21.61,553.79,2388.09,9049.03,1.3,47.61,521.72,2388.11,8131.59,8.4004,0.03,390,2388,100.0,38.84,23.2796,161
14,0.0009,0.0001,100.0,518.67,641.76,1579.88,1390.48,14.62,21.61,554.47,2388.05,9067.42,1.3,47.18,521.98,2388.01,8148.8,8.4196,0.03,391,2388,100.0,39.02,23.4888,245
103,0.0001,-0.0002,100.0,518.67,642.5,1597.45,1413.69,14.62,21.61,553.89,2388.1,9071.12,1.3,47.63,521.35,2388.06,8142.19,8.4503,0.03,393,2388,100.0,38.8,23.3327,69
44,-0.0001,0.0002,100.0,518.67,641.93,1586.94,1401.2,14.62,21.61,554.15,2388.04,9046.87,1.3,47.45,522.3,2388.0,8131.45,8.4201,0.03,392,2388,100.0,39.06,23.4753,148
94,0.0041,0.0002,100.0,518.67,642.36,1578.67,1405.02,14.62,21.61,553.18,2388.11,9041.47,1.3,47.64,521.96,2388.1,8131.02,8.3745,0.03,392,2388,100.0,38.89,23.2796,94
95,0.0008,-0.0002,100.0,518.67,643.18,1586.61,1412.2,14.62,21.61,553.78,2388.1,9058.39,1.3,47.52,521.59,2388.06,8140.97,8.4278,0.03,393,2388,100.0,38.99,23.248,83
71,0.0026,0.0004,100.0,518.67,643.18,1596.56,1408.8,14.62,21.61,553.11,2388.14,9047.93,1.3,47.69,521.47,2388.12,8124.71,8.4388,0.03,393,2388,100.0,38.9,23.2814,99
99,0.0018,-0.0004,100.0,518.67,642.19,1589.56,1405.01,14.62,21.61,553.94,2388.06,9062.25,1.3,47.29,521.72,2388.03,8151.65,8.4136,0.03,393,2388,100.0,39.01,23.4507,114
336,0.0013,-0.0003,100.0,518.67,644.19,1604.62,1427.29,14.62,21.61,551.7,2388.26,9051.64,1.3,47.97,520.64,2388.21,8129.35,8.5022,0.03,395,2388,100.0,38.68,23.1434,26
121,0.0029,-0.0004,100.0,518.67,642.58,1594.4,1407.05,14.62,21.61,553.03,2388.09,9070.88,1.3,47.63,521.52,2388.11,8147.12,8.4468,0.03,393,2388,100.0,38.74,23.3172,77
112,-0.001,0.0002,100.0,518.67,642.9,1603.1,1415.73,14.62,21.61,552.87,2388.2,9045.38,1.3,47.57,520.56,2388.16,8120.36,8.4972,0.03,395,2388,100.0,38.64,23.1456,38
11,0.0015,-0.0004,100.0,518.67,642.11,1579.96,1395.12,14.62,21.61,554.86,2388.03,9054.53,1.3,47.34,522.04,2387.98,8137.13,8.4079,0.03,392,2388,100.0,39.04,23.447,143
116,-0.0016,0.0001,100.0,518.67,643.5,1590.02,1410.1,14.62,21.61,553.26,2388.08,9081.53,1.3,47.5,521.24,2388.08,8156.89,8.4404,0.03,395,2388,100.0,39.11,23.354,42
43,0.0017,-0.0001,100.0,518.67,642.72,1588.17,1405.46,14.62,21.61,553.31,2388.17,9041.96,1.3,47.66,521.44,2388.17,8130.82,8.4716,0.03,394,2388,100.0,38.82,23.3131,115
125,0.0021,-0.0003,100.0,518.67,642.22,1586.41,1402.81,14.62,21.61,553.67,2388.09,9056.41,1.3,47.25,522.08,2388.06,8142.81,8.4277,0.03,391,2388,100.0,38.98,23.3519,106
189,0.0025,-0.0002,100.0,518.67,642.84,1596.03,1418.62,14.62,21.61,552.84,2388.04,9178.37,1.3,47.9,521.39,2388.11,8243.94,8.4522,0.03,396,2388,100.0,38.64,23.0994,12
355,0.0011,0.0002,100.0,518.67,643.34,1593.05,1425.27,14.62,21.61,551.62,2388.24,9055.71,1.3,48.24,519.99,2388.25,8132.12,8.5279,0.03,395,2388,100.0,38.5,22.9635,7
248,-0.0003,-0.0004,100.0,518.67,643.35,1597.52,1424.14,14.62,21.61,551.83,2388.13,9133.83,1.3,48.0,520.0,2388.14,8202.78,8.5001,0.03,396,2388,100.0,38.41,23.1075,9
243,0.0033,0.0005,100.0,518.67,642.31,1588.43,1408.73,14.62,21.61,553.39,2388.08,9060.8,1.3,47.49,521.15,2388.12,8139.52,8.456,0.03,392,2388,100.0,38.77,23.1342,119
65,0.0001,0.0003,100.0,518.67,642.84,1590.82,1414.85,14.62,21.61,553.62,2388.06,9049.83,1.3,47.59,521.53,2388.1,8129.7,8.4473,0.03,392,2388,100.0,38.75,23.2961,165
191,0.0007,-0.0004,100.0,518.67,642.66,1586.88,1416.42,14.62,21.61,553.95,2388.0,9126.4,1.3,47.46,521.64,2387.99,8197.29,8.4432,0.03,396,2388,100.0,38.8,23.2577,40
166,0.0022,-0.0001,100.0,518.67,643.59,1605.55,1416.63,14.62,21.61,552.13,2388.17,9060.69,1.3,47.86,519.96,2388.22,8135.59,8.4766,0.03,395,2388,100.0,38.78,23.0732,43
122,0.0012,-0.0001,100.0,518.67,642.31,1584.89,1398.27,14.62,21.61,554.64,2388.04,9065.39,1.3,47.29,522.49,2388.04,8146.45,8.4211,0.03,392,2388,100.0,38.88,23.244,109
158,0.0037,-0.0005,100.0,518.67,643.88,1597.92,1424.76,14.62,21.61,551.07,2388.24,9059.94,1.3,48.07,520.3,2388.19,8130.42,8.5274,0.03,394,2388,100.0,38.6,23.1293,8
119,0.0015,0.0002,100.0,518.67,642.98,1586.89,1409.34,14.62,21.61,553.05,2388.17,9048.54,1.3,47.57,521.67,2388.12,8131.33,8.4507,0.03,395,2388,100.0,38.98,23.3091,139
3,0.0011,0.0001,100.0,518.67,642.61,1593.05,1409.55,14.62,21.61,553.16,2388.13,9059.8,1.3,47.49,521.41,2388.18,8134.12,8.4361,0.03,392,2388,100.0,39.04,23.2637,132
109,-0.0014,0.0004,100.0,518.67,643.11,1590.66,1410.86,14.62,21.61,553.44,2388.14,9057.6,1.3,47.49,521.6,2388.14,8130.49,8.4724,0.03,394,2388,100.0,38.76,23.1946,59
88,0.0003,0.0004,100.0,518.67,642.96,1589.71,1418.73,14.62,21.61,553.38,2388.12,9043.97,1.3,47.62,520.64,2388.18,8125.53,8.4402,0.03,394,2388,100.0,38.89,23.3021,125
237,0.0003,-0.0002,100.0,518.67,643.68,1589.94,1416.89,14.62,21.61,553.0,2388.06,9117.53,1.3,47.98,521.55,2388.06,8185.55,8.4604,0.03,396,2388,100.0,38.71,23.17,32
79,-0.0009,-0.0003,100.0,518.67,642.82,1592.63,1399.94,14.62,21.61,554.0,2388.08,9056.65,1.3,47.6,522.08,2388.05,8140.46,8.4616,0.03,393,2388,100.0,38.74,23.3852,121
138,0.0022,-0.0002,100.0,518.67,643.52,1597.84,1420.15,14.62,21.61,552.91,2388.13,9079.03,1.3,47.48,521.05,2388.14,8159.54,8.4711,0.03,395,2388,100.0,38.62,23.2523,60
71,-0.0022,-0.0003,100.0,518.67,642.63,1585.71,1410.7,14.62,21.61,554.23,2388.11,9053.94,1.3,47.37,521.71,2388.12,8135.4,8.417,0.03,393,2388,100.0,38.8,23.3652,118
